Nom_Image,Classe
08012026_152000_RCNX0042_Ziplo.jpg,2
17122025_164000_RCNX2655_Ziplo.jpg,2
11012026_124500_RCNX0875_Ziplo.jpg,3
19122025_144000_RCNX3207_Ziplo.jpg,3
08012026_145500_RCNX0037_Ziplo.jpg,2
11012026_094500_RCNX0839_Ziplo.jpg,3
11012026_182500_RCNX0943_Ziplo.jpg,3
11012026_115500_RCNX0865_Ziplo.jpg,3
11012026_084500_RCNX0827_Ziplo.jpg,3
08012026_175500_RCNX0073_Ziplo.jpg,2
08122025_154000_RCNX0051_Ziplo.jpg,2
17122025_112000_RCNX2591_Ziplo.jpg,1
17122025_155000_RCNX2645_Ziplo.jpg,2
11012026_171000_RCNX0928_Ziplo.jpg,3
11012026_131000_RCNX0880_Ziplo.jpg,3
11012026_170500_RCNX0927_Ziplo.jpg,3
17122025_114500_RCNX2596_Ziplo.jpg,1
17122025_153500_RCNX2642_Ziplo.jpg,2
17122025_174000_RCNX2667_Ziplo.jpg,2
11012026_102000_RCNX0846_Ziplo.jpg,3
08012026_165000_RCNX0060_Ziplo.jpg,2
17122025_113000_RCNX2593_Ziplo.jpg,1
08012026_174500_RCNX0071_Ziplo.jpg,2
11012026_095500_RCNX0841_Ziplo.jpg,3
17122025_165000_RCNX2657_Ziplo.jpg,2
11012026_112000_RCNX0858_Ziplo.jpg,3
11012026_103500_RCNX0849_Ziplo.jpg,3
16122025_164500_RCNX2368_Ziplo.jpg,3
17122025_162500_RCNX2652_Ziplo.jpg,2
08012026_144500_RCNX0035_Ziplo.jpg,2
11012026_125500_RCNX0877_Ziplo.jpg,3
11012026_175000_RCNX0936_Ziplo.jpg,3
11012026_180500_RCNX0939_Ziplo.jpg,3
08012026_141500_RCNX0029_Ziplo.jpg,2
19122025_141500_RCNX3202_Ziplo.jpg,3
08012026_170000_RCNX0062_Ziplo.jpg,2
17122025_161500_RCNX2650_Ziplo.jpg,2
08012026_150000_RCNX0038_Ziplo.jpg,2
11012026_092500_RCNX0835_Ziplo.jpg,3
16122025_163500_RCNX2366_Ziplo.jpg,3
08012026_140000_RCNX0026_Ziplo.jpg,2
11012026_110500_RCNX0855_Ziplo.jpg,3
08012026_161000_RCNX0052_Ziplo.jpg,2
08012026_185500_RCNX0085_Ziplo.jpg,2
17122025_170500_RCNX2660_Ziplo.jpg,2
26122025_160500_RCNX5240_Ziplo.jpg,1
16122025_162500_RCNX2364_Ziplo.jpg,3
11012026_093500_RCNX0837_Ziplo.jpg,3
17122025_171500_RCNX2662_Ziplo.jpg,2
26122025_161500_RCNX5242_Ziplo.jpg,1
08012026_160000_RCNX0050_Ziplo.jpg,2
11012026_111500_RCNX0857_Ziplo.jpg,3
11012026_120000_RCNX0866_Ziplo.jpg,3
11012026_121500_RCNX0869_Ziplo.jpg,3
08012026_151000_RCNX0040_Ziplo.jpg,2
17122025_161000_RCNX2649_Ziplo.jpg,2
11012026_141000_RCNX0892_Ziplo.jpg,3
11012026_174000_RCNX0934_Ziplo.jpg,3
11012026_165500_RCNX0925_Ziplo.jpg,3
11012026_132000_RCNX0882_Ziplo.jpg,3
08012026_135500_RCNX0025_Ziplo.jpg,2
11012026_113002_RCNX0860_Ziplo.jpg,3
11012026_170000_RCNX0926_Ziplo.jpg,3
11012026_171500_RCNX0929_Ziplo.jpg,3
11012026_131500_RCNX0881_Ziplo.jpg,3
08012026_175000_RCNX0072_Ziplo.jpg,2
19122025_145000_RCNX3209_Ziplo.jpg,3
11012026_115000_RCNX0864_Ziplo.jpg,3
17122025_175500_RCNX2670_Ziplo.jpg,2
11012026_094000_RCNX0838_Ziplo.jpg,3
11012026_182000_RCNX0942_Ziplo.jpg,3
11012026_124000_RCNX0874_Ziplo.jpg,3
08012026_145000_RCNX0036_Ziplo.jpg,2
11012026_085500_RCNX0829_Ziplo.jpg,3
08012026_152500_RCNX0043_Ziplo.jpg,2
08012026_144000_RCNX0034_Ziplo.jpg,2
11012026_125000_RCNX0876_Ziplo.jpg,3
11012026_103000_RCNX0848_Ziplo.jpg,3
17122025_175000_RCNX2669_Ziplo.jpg,2
08012026_190000_RCNX0086_Ziplo.jpg,2
11012026_095000_RCNX0840_Ziplo.jpg,3
11012026_112500_RCNX0859_Ziplo.jpg,3
08012026_174000_RCNX0070_Ziplo.jpg,2
16122025_162000_RCNX2363_Ziplo.jpg,3
08012026_165500_RCNX0061_Ziplo.jpg,2
11012026_102500_RCNX0847_Ziplo.jpg,3
19122025_145500_RCNX3210_Ziplo.jpg,3
16122025_164002_RCNX2367_Ziplo.jpg,3
11012026_110000_RCNX0854_Ziplo.jpg,3
08012026_161500_RCNX0053_Ziplo.jpg,2
16122025_161000_RCNX2361_Ziplo.jpg,3
08012026_185000_RCNX0084_Ziplo.jpg,2
08012026_140500_RCNX0027_Ziplo.jpg,2
11012026_101500_RCNX0845_Ziplo.jpg,3
08012026_150500_RCNX0039_Ziplo.jpg,2
08012026_170500_RCNX0063_Ziplo.jpg,2
19122025_143000_RCNX3205_Ziplo.jpg,3
11012026_140500_RCNX0891_Ziplo.jpg,3
08012026_141000_RCNX0028_Ziplo.jpg,2
08012026_132500_RCNX0019_Ziplo.jpg,2
11012026_175500_RCNX0937_Ziplo.jpg,3
08012026_135000_RCNX0024_Ziplo.jpg,2
11012026_165000_RCNX0924_Ziplo.jpg,3
11012026_132500_RCNX0883_Ziplo.jpg,3
11012026_174500_RCNX0935_Ziplo.jpg,3
08012026_173502_RCNX0069_Ziplo.jpg,2
11012026_181000_RCNX0940_Ziplo.jpg,3
11012026_141500_RCNX0893_Ziplo.jpg,3
11012026_130500_RCNX0879_Ziplo.jpg,3
17122025_170000_RCNX2659_Ziplo.jpg,2
08012026_151500_RCNX0041_Ziplo.jpg,2
11012026_121000_RCNX0868_Ziplo.jpg,3
11012026_120500_RCNX0867_Ziplo.jpg,3
08012026_160500_RCNX0051_Ziplo.jpg,2
11012026_111000_RCNX0856_Ziplo.jpg,3
11012026_093000_RCNX0836_Ziplo.jpg,3
17122025_113500_RCNX2594_Ziplo.jpg,1
17122025_160000_RCNX2647_Ziplo.jpg,2
11012026_164500_RCNX0923_Ziplo.jpg,3
11012026_133000_RCNX0884_Ziplo.jpg,3
08012026_134500_RCNX0023_Ziplo.jpg,2
08012026_182000_RCNX0078_Ziplo.jpg,2
11012026_123000_RCNX0872_Ziplo.jpg,3
08012026_142000_RCNX0030_Ziplo.jpg,2
17122025_174500_RCNX2668_Ziplo.jpg,2
17122025_165500_RCNX2658_Ziplo.jpg,2
11012026_144000_RCNX0898_Ziplo.jpg,3
19122025_144500_RCNX3208_Ziplo.jpg,3
08012026_155000_RCNX0048_Ziplo.jpg,2
08012026_184500_RCNX0083_Ziplo.jpg,2
11012026_100000_RCNX0842_Ziplo.jpg,3
08012026_143000_RCNX0032_Ziplo.jpg,2
11012026_122000_RCNX0870_Ziplo.jpg,3
08012026_171000_RCNX0064_Ziplo.jpg,2
11012026_184000_RCNX0946_Ziplo.jpg,3
08012026_154500_RCNX0047_Ziplo.jpg,2
08012026_164000_RCNX0058_Ziplo.jpg,2
