Nom_Image,Classe
12122025_163000_RCNX1213_Ziplo.jpg,0
29122025_120500_RCNX6056_Ziplo.jpg,0
20122025_142000_RCNX3491_Ziplo.jpg,0
29122025_143000_RCNX6085_Ziplo.jpg,0
29122025_114000_RCNX6051_Ziplo.jpg,0
13122025_164500_RCNX1504_Ziplo.jpg,0
22032021_151500_RCNX0048_Aire.jpg,0
10012026_174500_RCNX0647_Ziplo.jpg,0
30032021_081000_RCNX2267_Aire.jpg,4
24122025_145000_RCNX4649_Ziplo.jpg,0
27032021_090500_RCNX1414_Aire.jpg,4
02022026_090002_RCNX7166_Ziplo.jpg,0
27032021_135500_RCNX1472_Aire.jpg,4
08012026_152000_RCNX0042_Ziplo.jpg,2
09122025_105500_RCNX0282_Ziplo.jpg,0
26032021_071500_RCNX1104_Aire.jpg,4
21122025_170500_RCNX3812_Ziplo.jpg,0
22122025_163500_RCNX4094_Ziplo.jpg,0
11122025_102500_RCNX0852_Ziplo.jpg,0
08122025_151500_RCNX0046_Ziplo.jpg,0
25032021_074500_RCNX0822_Aire.jpg,4
21122025_163000_RCNX3805_Ziplo.jpg,0
23032021_110000_RCNX0285_Aire.jpg,0
23032021_162500_RCNX0350_Aire.jpg,0
21122025_101000_RCNX3729_Ziplo.jpg,0
26032021_160000_RCNX1209_Aire.jpg,4
29122025_133500_RCNX6074_Ziplo.jpg,0
14122025_110000_RCNX1723_Ziplo.jpg,0
14122025_122500_RCNX1740_Ziplo.jpg,0
23122025_170000_RCNX4387_Ziplo.jpg,0
25122025_123000_RCNX4909_Ziplo.jpg,0
17122025_164000_RCNX2655_Ziplo.jpg,2
28032021_090500_RCNX1702_Aire.jpg,4
29122025_150500_RCNX6092_Ziplo.jpg,0
23032021_100500_RCNX0286_Aire.jpg,0
21122025_112500_RCNX3744_Ziplo.jpg,0
11012026_124500_RCNX0875_Ziplo.jpg,3
07012022_152000_RCNX0930_Avril.jpg,1
10012026_122000_RCNX0582_Ziplo.jpg,0
26032021_090500_RCNX1126_Aire.jpg,4
19122025_144000_RCNX3207_Ziplo.jpg,3
08012026_145500_RCNX0037_Ziplo.jpg,2
26032021_154500_RCNX1206_Aire.jpg,4
16122025_105500_RCNX2298_Ziplo.jpg,0
24032021_165000_RCNX0643_Aire.jpg,4
19122025_170000_RCNX3235_Ziplo.jpg,0
30032021_174500_RCNX2382_Aire.jpg,4
15122025_162500_RCNX2076_Ziplo.jpg,0
01102021_105500_RCNX2907_Avril.jpg,1
28032021_102500_RCNX1718_Aire.jpg,4
23032021_095000_RCNX0283_Aire.jpg,0
13122025_163000_RCNX1501_Ziplo.jpg,0
25032021_094000_RCNX0845_Aire.jpg,4
14122025_155000_RCNX1781_Ziplo.jpg,0
26122025_152000_RCNX5231_Ziplo.jpg,0
22032021_124500_RCNX0018_Aire.jpg,0
12122025_164500_RCNX1216_Ziplo.jpg,0
24032021_130500_RCNX0598_Aire.jpg,4
31032021_082000_RCNX2557_Aire.jpg,4
10012026_163000_RCNX0632_Ziplo.jpg,0
09122025_171000_RCNX0357_Ziplo.jpg,0
27122025_155500_RCNX5526_Ziplo.jpg,0
24122025_164500_RCNX4672_Ziplo.jpg,0
14122025_125000_RCNX1745_Ziplo.jpg,0
26032021_165500_RCNX1220_Aire.jpg,4
09012026_164500_RCNX0347_Ziplo.jpg,0
11012026_094500_RCNX0839_Ziplo.jpg,3
22032021_142500_RCNX0038_Aire.jpg,0
10122025_121500_RCNX0586_Ziplo.jpg,0
10122025_115000_RCNX0581_Ziplo.jpg,0
22122025_112000_RCNX4031_Ziplo.jpg,0
11122025_105000_RCNX0857_Ziplo.jpg,0
23032021_084000_RCNX0257_Aire.jpg,0
29032021_132500_RCNX2042_Aire.jpg,4
